Sr No.,NAMC_ID,NAMC_CODE,Long_definition,Name English
2085,2141,MB-1,"the disorder is characterized by b?la?k?a?at udv?janam [sudden onset of agitation in baby], b?la? k?a??t tr?sanam [sudden onset of fearfulness in the baby], b?la? k?a??t r?dati [sudden onset of crying], dh?tr?? nakh?t d?ryati [gouging or scratching the wetnurse or mother], dh?tri? dant?t d?ryati [baby biting the wetnurse or mother], ?tm?nam nakh?t d?ryati [baby scratches or gouges his/her body], ?tm?nam dant?t d?ryati [baby bites his/ herself], ?rddhvam nir?k?at? [upward movement of v?yu in the abdomen], dant?n kh?dat? [gnashes-grind one's teeth], kujanam [cooing sound], jr?mbha?a? [yawning], bhruvau-k?ipati [hasty movements of eyebrows], dantau k?ipati [gnashes-grind one's teeth], ???a? k?ipati [drooping of lips], ph?na? vamati [frothy vomiting], ati k??mat? [severe weakness], ni?i j?gara?a [keeping awake at night], ?un?k?a [swelling of eyes], bhinna vi? [altered stools, loose motions], bhinna svara [hoarse voice], m??sa ???ita gandhi [emitions of odour of meat and blood], na ca a?n?ti [aversion to food/ breat milk], ?kan?tra sr?va [lacrimation from one eye], g?trasya kampanam [convulsive movements of limbs], g?trasya sr?va?/ sasv?da? [sweating], d?ntanakh?dati [gnashes-grind one's teeth], raktagandhik?? [smell of blood from the body], r?danam (alpa?) [diminished crying], vakr?syat? [facial paralysis], vitr?sa? [fearfulness], stanya? naiv?bhinandati/ stanadvi? [aversion of breast milk], g?trasya spandana? [twitching of limbs], ?rdhva? dr???y? nir?k??ta [upward movement of v?yu in the abdomen], alpa r?danam [diminution in crying], ??n?k?a? [swelling in eyes], k?ataja gandhika? [emitions of odour of wound], hataika pak?ma n?tra? [ptosis of one eye], calita ?ka pak?ma n?tra? [flickering of one eye], udvigna [anxious], sululita cak?u [shaking of eyes/ contionuous movements of eyes], g??ha vi?kat? [compact stools/ constipation], ?ira? vik?ipat? muhu? [frequent shaking of head], hataika pak?a [hemiplegia/ hemiparesis], stabdha a?ga? [stiffness of body], nat kandhara? [bending/drooping of neck], visvaram r?diti [cries in hoarse voice], l?l?vamana? [vomiting of saliva], vas? gandhi? [odour of animal fat], asra gandhi? [odour of blood], baddhamu??i [making fists], baddha ?akr?ta [retained stool/contipation], calita ?ka ak?i [movement of one eye], calita ?ka bhr? [movement of one eyebrow], calita ?ka ga??a? [movement of one cheek], sa?rakta ubhayal?can? [reddness of both eyes], vaikalya? [lameness], mara?a? [death]",possession of skanda
2086,2142,SR03 (MB-2),"It is characterised by episodes of convulsions with frothing from mouth, stiffness of the extremities in infants. This may be explained by: (a) Altered sensorium akin to a possessive state.",Infantile epilepsy disorder (TM2)
2087,2143,MB-3,"the disorder is characterized by viha?ga gandhi [smell of birds from the body], sasr?vivra?a parip??ita? samant?t [generalised discharging lesions], srast??agat? [flaccidity/ laxity], sad?hayukta sph??a? pracita tanu? [blister with burning sensation spread on body], sap?ka yukta sph??a? pracita tanu? [blisters with suppuration spread on body], k?at?bhibh?ta? [afflicted by injuries], atis?ra? [diarrhoea], jihv?gata vra?a? [ulcers on tongue], t?lugata vra?a? [ulcers on palate], galagata vra?a? [ulcers in throat], sph??a? sandhi?u puna? puna? [repeated blisters on joints], ni?iyahni pravil?yant? [manifestation/affliction during day and night], vaktra p?ka [stomatitis], guda p?ka [proctitis], jvara? [fever], ?akuni gandha [smell of shakuni/ a type of bird]",possession of ?akuni
2088,2144,MB-4,"the disorder is characterized by ?y?va n?latvam [black bluish discolouration], kar?a mardanam [rubbing of ears], ak?imardanam [rubbing of eyes], n?s?mardanam [rubbing of nose], k?sa? [cough], hidm? [hiccup], ak?ivik??pa [distracted eye movement], vakra vaktratva [deviation of mouth], vaktra raktat? [redness of mouth], basta gandhat? [odour as goat], jvara? [fever], ???a [dryness/wasting/emaciation], harita pur??a [greenish feces], drava pur??a [loose stools], g?tra? vra?air?citam [limbs filled with ulcers], g?tra? sph??air?citam [limbs filled with blisters], pa?ka gandham [muddy odour], asr?ka srava? [blood discharge], bhinna varca [altered stools, loose motions], d?ha? [burning sensation], atip???u d?ha? [excessive paleness of body], ?y?va d?ha? (v?) [blackish discolouration of body], mukha p?ka? [stomatitis], v?dan?rta? [suffering with pain], dhruvam?bhip??itam [gets afflicted easily]",possession of r?vati
2089,2145,MB-5,"the disorder is characterized by r?danam [crying], vami? [vomiting], kampa? [shivering of body], tandr? [drowsiness/lassitude], r?trau praj?gara?a? [wakefulness at night], hidm? [hiccup], ?dhm?na? [abdominal distension], ?akr?ta bh?da?/atis?ra [altered bowels/loose stools], pip?s? [thirst], m?tra nigraha? [retention of urine], srast??gat? [flaccidity/ laxity], hr???ar?matvam/ hr??ita r?ha? [having the hair of the body erect], k?kavata p?tigandhitva [crow sent like smell], svapiti sukha? div? [sleeps well in daytime], tr???? [thirst], tiryaka pr?k?a?am [sideway looking]",possession of p?tan?
2090,2146,MB-6,"the disorder is characterized by atis?ra? [diarrhoea], k?sa? [cough], chardi? [vomiting], jvara? [fever], tr???? [thirst], vas?gandha? [odour of animal fat], stanadv??a? [aversion to breast feeding], durvar?a? [discoloration of the body/ abnormal colour], satata? adha? ?ay? [constant downward gaze], amla gandhi? [sour smell], alpa nidrat? [less sleep], varc? bh?da? [altered stools, loose motions], vaivar?ya [discolouration], daurgandhyam [bad odour], a?ga ???a?am [emaciation], dr????? s?da [exhaustion/ tired eyes], dr?????atiruk [severe pain in eyes], dr????? ka??u [itching in eyes], p?thak? janma? [eruption of red pimples on eyelids], dr????? ??nat? [swelling of eyes], hidm? [hiccup], udv?ga [agitation/ anxiety], svara t?k??at? [harsh voice], v?pathu? [shivering/tremors], matsya gandha? [fishy smell from body]",possession of andhap?tana
2091,2147,MB-7,"the disorder is characterized by atis?ra? [diarrhoea], k?sa? [cough], k???a? [emaciation], chardi? [vomiting], n?trar?ga? [eye diseases], vigandha? [bad odour], bhr??a? ativ?pat? [strong/ frequent tembling of body], udvigna [agitated/ anxious], kampa? [tremors], r?dana? [crying], tiryag?k?a?am [sideway looking], tr???? [thirst], ?ntrak?jana [barborygmus/ gurgling sound of intestines], vas?vat visragandha? [smell of raw meat/ animal fat], ?kasyap?r?v? ??tatvam [coldness on one side of body], u??atva? aparap?r?vai [hotnes on another side of body], prarudhy?t [obstructed], sa?l?na? svapiti [baby clings on to the mother and sleeps]",possession of ??taputana
2092,2148,MB-8,"the disorder is characterized by sir?bhirsa?vr?t? g?tra [marked venous promimence on body], prasanna var?a vadana? [bright complexion of face], bahv??? [polyphagia], m?tra tulya gandhi/ g?m?tra samagandhit? [urine / cow urine odour], ml?n??ga? [exhausted body], suruci p??i [smooth/ tender palms], suruci p?da [smooth/ tender soles], suruci vaktra [smooth / shiny face], kalu?a sir?vr?ta udara? [turbid prominent veins on abdomen], udv?ga [agitation/ anxiety], asit?bhasir?cita udara? [dark coloured veins on abdomen], jvara? [fever], ar?caka? [tastelessness], a?ga glapana? [tired body]",possession of mukhaman?ika
2093,2149,MB-9,"the disorder is characterized by dant?da?ana? [grinding of teeth/ teeth biting], m?rcch? [syncope/attacks of swooning], vigandha? [bad odour], ph?navamanam [frothy vomitus], vinamyat? c madhya? [bend in the middle], udv?ga? [agitation/ anxiety], vil?pa [crying], ?rdhvam?k??a? [upward gaze], pratata? jvara? [constant fever], vas? sagandham [odour of animal fat], nisa?jña? [unconciousness], ?dhm?na? [abdominal distension], p??i spandanam [beating movements of hands], p?d spandanam [beating movements of legs], tr?? [thirst], mu??i bandha? [clenching of the fist], atis?ra? [diarrhoea], dainya svara? [weak and feeble voice], vivar?at? [discolouration], k?janam [cooing sound], chardi? [vomiting], k?sa? [cough], hidhm? [hiccup], praj?garam [sleeplessness/insomnia], ka??ha ???a [dryness in throat], ?sya???a [dryness in mouth], stanana? [sound of hollow cough], ???ha d??a? [biting of lips], a?gasa?k?ca? [contracutre of body parts], stambha [rigidity/stiffness], bast?bha gandhat? [odour as goat], ?rdhva? nir?k?ya hasana? [upaward gaze and laughing], ?ka n?tra ??pha? [swelling in one eye]",possession of naigam??a
2094,2150,MB-10,"the disorder is characterized by kampa? [tremors], hr??ita r?matvam [horripilation], sv?da [sweating], cak?urnim?lanam [closure of the eyes], bahiray?ma? [body bent outwards], jihv? da??a? [biting of the tongue], anta? ka??hak?janam [low sound from the throat], dh?vanam [running], vi?asagandhatva [body emiting smell of faeces], kr??ana? c ?vavat [crying, making sound like a dog]",possession of ?vagraha
2095,2151,MB-11,"the disorder is characterized by r?mahar?a? [Horripilation], muhusr?sa? (muhu? ?v?sa?) [Tachypnea], sahas? r?danam [Sudden cry], jvara? [fever], k?sa? [cough], atis?ra? [diarrhoea], vamathu [vomiting], jr?mbh? [yawning], tr??? [thirst], ?ava gandhat?? [cadaveric smell], a?g??u ?k??pa [convulsive movements of body], a?g??u vik??pa [convulsive movements of body], ???a [dryness/wasting/emaciation], stambha [rigidity/stiffness], vivar?at? [discolouration], mu??i bandha? [clenching of the fist], ak???? sruti [lacrimation]",possession of pitara
2096,2152,MB-12,the disorder is characterized by kram?t sarv??gasa?gak?aya? [ghradual emaciation of all body parts],possession of ?u?ka-r?vati
2097,2153,MB-13,-,irremediable ?u?kar?vat?graha
2098,2154,MB-14,"the disorder is characterized by prastabdha?/prastabdh?k?a? [stiff and rigid eye movements], stanadv??? [aversion to breast feeding], m?ha? [confusion/delirium], muhurmuhu? grah?v??a [intermittent affliction of graha/ frequent occurrence of infective paediatric conditions], samp?r?a lak?a?a [presenting with complete set of symptoms], k??a??ta [hairfall], annavidv?? [aversion to food], dainya svara? [weak and feeble voice], vivar?at? [altered complexion], r?danam [crying], gr?dhra gandhatvam [smell of vulture], d?rghak?l?nuvartanam [chronic nature], udar? vr?tta granthi [round swelling over abdomen], n?n?vidha? ?akr?t [different coloured faeces and altered bowel character], jihv?madhy? nimnat? [sunkening of tongue in the middle], ?y?vat?lu [black coloured palate]",irremediable b?lagraha
2099,2155,MC-1,"the disorder is characterized by kr????gat? [emaciated/thin / malnourished], k??masvara? [weak and feeble voice], baddham?ruta? [retained flatus], baddhamutra [retention of urine], baddhavi? [retained stool/contipation], v?tagad?tura [clinical features of vataja disease]",breast feeding diseases due to v?ta
2100,2156,MC-2,"the disorder is characterized by bhinnamala [diarrhoea], u??asarv??gat? [all body parts become warm], k?mal? [clinical features of jaundice], tr????lu [excessive thirst], pittar?ga [clinical features of pitta disease], sv?dana [excessive perspiration]",breast feeding Diseases due to pitta
2101,2157,MC-3,"the disorder is characterized by chardi? [vomiting], ja?at? [dullness/ frigidity/inactiveness], nidr?nvita [sleepiness], l?l?lu? [excessive salivation], ??n vaktra [swollen face], ??n?k?a [swollen eyes], ?l??mar?gav?n [clinical features of kapha disease]",breast feeding Diseases due to kapha
2102,2158,MD-1 (SM1Y),-,Disorder during teeth eruption (TM2) ?
2103,2159,SM12 (MD-2),"It is characterised by grinding of teeth during sleep. This may be explained by: (a) Vitiation of vata, kapha affecting oral cavity.",Bruxism disorder (TM2)
2104,2160,MD-3,-,grinding-teeth sound
2105,2161,MD-4,-,premature dentition
2106,2162,MD-5 (SN5Y),-,Napkin rash disorder (TM2) ?
2107,2163,SM16 (MD-6),It is characterised by excessive salivation. This may be explained by: (a) Increased kaphadosha.,Sialorrhoea disorder (TM2)
2108,2164,SM54 (MD-7),It is characterised by redness and swelling in anal region. This may be explained by: (a) Vitiated pitta localising in the anal region.,Proctitis disorder (TM2)
2109,2167,MD-8 (SK50),-,Infection of palate disorder (TM2) ?
2110,2168,MD-9 (SK9A),-,Early state of adenoids disorder (TM2) ?
2111,2169,SR05 (MD-10),"It is characterised by diminution of digestive power, tastelessness, emaciation, abdominal enlargement; may be associated with cough, drowsiness, lassitude, giddiness or dizziness, vomiting and diarrhoea. This may be explained by: (a) Derangement of digestive and metabolic factors, lack of nutrition increasing vata.",Childhood malnutrition disorder (TM2)
2112,2170,SP9A (MD-11),"It is characterised by exhaustion, loss of complexion. This may be explained by: (a) Weakness of primary structural components of the body.",General debility disorder (TM2)
2113,2171,SR00 (MD-12),"It is characterised by emaciation, lack of appetite, unctuous, pale face, eyes; may be associated with fever, dry cough, cyanosis of tongue. This may be explained by: (a) Obstruction of channels due to breast milk vitiated by kapha.",Marasmus disorder (TM2)
2114,2172,SR01 (MD-13),Involuntary passing of urine during sleep. This may be explained by: (a) Defective functioning of apaanavaayu and disturbances in general Vata functioning which controls the mind.,Bed wetting disorder (TM2)
2115,2173,SR04 (MD-14),"It is characterised by redness, swelling and discharge from the eyes. This may be explained by: (a) Vitiation of all the three dosha due to vitiated breast milk.",Ophthalmia neonatarum disorder (TM2)
2116,2174,MD-15,-,infantile colic
2117,2176,MD-16 (SN5Y),-,Lotus-red rashes on head and bladder region disorder (TM2) ?
2118,2177,MD-17 (SR0Y),-,Delay in walking disorder (TM2) ?
2119,2178,SM73 (MD-18),"It is characterised by undigested foul smelling stools associated with gripping pain, abdominal distension, convulsive movements of body. This may be explained by: (a) Indigestion resulting from vitiation of breastmilk in the mother by all the three dosha.",Infantile tenesmus disorder (TM2)
2120,2179,MD-19,"the disorder is characterized by vibandha? [constipation], vamathu? [vomiting], standa??a [biting of the breast], ?ntrak?jan [barborygmus/ gurgling sound of intestines], ?dhm?n [abdominal distension], pr???ha naman [bending the back], ja?har?nnamanai? [elevating the abdomen]",abdominal pain in child
2121,2180,MD-20 (SM0Y),-,Precordial pain disorder (TM2) ?
2122,2181,MD-21 (SN3Y),-,Genital pain disorder (TM2) ?
2123,2182,MD-22,-,hemiplegia in children
2124,2183,MD-23,-,pain in bladder
2125,2184,SQ50 (N),"It is characterised by pain in the abdomen, excessive salivation, grinding of teeth during sleep, decreased or increased appetite, nausea after meals. This may be explained by: (a) Excessively consumed substances such as blackgram, jaggery, meat, milk etc., it causes vitiated kapha which makes the situation conducive for infestation and growth of infestation.",Worm infestation disorder (TM2)
2126,2185,NA,"the disorder is characterized by ka???? [itching], k?tha? [wheal like skin eruptions], pi?ik?/pi?ik? [papules/eruptions], ga??a? [nodular swelling]",infestation-ectoparasite
2127,2186,NA-1,"the disorder is characterized by ka???? [itching], k?tha? [wheal like skin eruptions], pi?ik?/pi?ik? [papules/eruptions], ga??a? [nodular swelling]",head lice
2128,2187,NA-2,"the disorder is characterized by ka???? [itching], k?tha? [wheal like skin eruptions], pi?ik?/pi?ik? [papules/eruptions], ga??a? [nodular swelling]",ectoparasite-liksha
2129,2188,NA-3,"the disorder is characterized by ka???? [itching], k?tha? [wheal like skin eruptions], pi?ik?/pi?ik? [papules/eruptions], ga??a? [nodular swelling]",ectoparasite-ants
2130,2189,NB,-,infestation-endoparasite
2131,2190,NB-1,"the disorder is characterized by vra?ad??? har?a [bristling, sense of delightening/paraesthesia at wound site/ hyperesthesia], vra?ad??? ka??u? [itching at wound site], vra?ad??? t?da [pain at wound site], vra?ad??? sa?sarpa?a [feeling of creeping/crawling of worms at wound site], kr?mi??? ativr?ddh? tvaka bhak?a?a [eating up of skin by enlarged kr?mi], kr?mi??? ativr?ddh? sir? bhak?a?a [eating up of vessels by enlarged kr?mi], kr?mi??? ativr?ddh? sn?yu bhak?a?a [eating up sn?yu by enlarged kr?mi], kr?mi??? ativr?ddh? m??sa bhak?a?a [eating up m??sa by enlarged kr?mi], kr?mi??? ativr?ddh? taru??sthi bhak?a?a [eating up cartilage by enlarged kr?mi], k??a upadhva?sa [loss of hair], ?ma?ru upadhva?sa [loss of mustache], nakha upadhva?sa [loss of nails], l?ma upadhva?sa [loss of body hairs], pak?m?padhva?sa [loss of eyelashes], rakt?dhi??h?na janya vik?r?? [diseases of rakta/ blood borne diseases]",infestation due to rakta
2132,2191,NB-1.1,"the disorder is characterized by vra?ad??? har?a [bristling, sense of delightening/paraesthesia at wound site/ hyperesthesia], vra?ad??? ka??u? [itching at wound site], vra?ad??? t?da [pain at wound site], vra?ad??? sa?sarpa?a [feeling of creeping/crawling of worms at wound site], kr?mi??? ativr?ddh? tvaka bhak?a?a [eating up of skin by enlarged kr?mi], kr?mi??? ativr?ddh? sir? bhak?a?a [eating up of vessels by enlarged kr?mi], kr?mi??? ativr?ddh? sn?yu bhak?a?a [eating up sn?yu by enlarged kr?mi], kr?mi??? ativr?ddh? m??sa bhak?a?a [eating up m??sa by enlarged kr?mi], kr?mi??? ativr?ddh? taru??sthi bhak?a?a [eating up cartilage by enlarged kr?mi], k??a upadhva?sa [loss of hair], ?ma?ru upadhva?sa [loss of mustache], nakha upadhva?sa [loss of nails], l?ma upadhva?sa [loss of body hairs], pak?m?padhva?sa [loss of eyelashes], rakt?dhi??h?na janya vik?r?? [diseases of rakta/ blood borne diseases]",baldness
