Sr No.,NAMC_ID,NAMC_CODE,NAMC_TERM,Tamil_term,Name English,Long_definition,Reference
1264,1264,SBA5.8,Irucarivu Nāṟciṟai Elumpu Muṟivu,இருசரிவு நாற்சிறை எலும்பு முறிவு,Trapezium fracture,A break in the trapezium bone,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 206"
1265,1265,SBA6,Aṅkai Kāyaṅkaḷ,அங்கை காயங்கள்,Injuries of the hand,,
1266,1266,SBA6.1,Karapa Elumpukaḷiṉ Muṟivukaḷ,கரப எலும்புகளின் முறிவுகள்,Fractures of the metacarpal,"A break in head, neck, shaft and distal end of metacarpal bone","Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 216"
1267,1267,SBA6.2,Viral Elumpukaḷiṉ Muṟivukaḷ,விரல் எலும்புகளின் முறிவுகள்,Fractures of the phalanges,"A break in head, neck, shaft and distal end of phalanges.","Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 226"
1268,1268,SBB,Kāl Kāyaṅkaḷ,கால் காயங்கள்,Injuries to the lower limb,,
1269,1269,SBB1,Iṭuppup Pakuti Kāyaṅkaḷ,இடுப்புப் பகுதி காயங்கள்,Injuries around the hip,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 239"
1270,1270,SBB1.1,Iṭuppup Poruttu Vilakal,இடுப்புப் பொருத்து விலகல்,Dislocation of the hip joint,"A dislocation of head of femur from acetabulum in posterior, anterior and central side caused by dashboard injury. It is characterized by pain and swelling in affected side, shortening of leg, protrusion of femoral head in buttocks leading to sciatic nerv","Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 240"
1271,1271,SBB1.2,Toṭai Elumpiṉ Talaippakuti Muṟivu,தொடை எலும்பின் தலைப்பகுதி முறிவு,Fracture of the femoral head,A break in head of femur caused by pressure by axial load.,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 256"
1272,1272,SBB1.3,Toṭai Elumpiṉ Kaẕuttuppakuti Muṟivu,தொடை எலும்பின் கழுத்துப்பகுதி முறிவு,Fracture of the neck of the femur,"A break in the neck of the femur caused by falling on lateral side hitting greater trochanter characterized by pain and swelling in hip, inability to walk, protrusion of greater trochanter","Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 256"
1273,1273,SBB1.4,Toṭai Elumpiṉ Mēl Muṉai Muṟivukaḷ,தொடை எலும்பின் மேல் முனை முறிவுகள்,Proximal femur fractures,A break in proximal end of femur,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 266"
1274,1274,SBB2,Toṭai Kāyaṅkaḷ,தொடை காயங்கள்,Injuries of the thigh,,
1275,1275,SBB2.1,Toṭai Elumpu Taṇṭu Muṟivu,தொடை எலும்பு தண்டு முறிவு,Fracture of the shaft of the femur,"A break in sub trochanter, supracondylar area of the shaft of the femur caused by strong direct trauma characterized by pain and swelling in thigh, excessive bleeding and shortening of leg","Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 270"
1276,1276,SBB3,Muẕaṅkāl Mūṭṭuppakuti Kāyaṅkaḷ,முழங்கால் மூட்டுப்பகுதி காயங்கள்,Injuries of the knee,,
1277,1277,SBB3.1,Toṭai Elumpu Muṇṭu Muṟivukaḷ,தொடை எலும்பு முண்டு முறிவுகள்,Fracture of femoral condyles,A break in femoral condyle caused by falling on valgus or varus or rotation leg position. It is characterized by pain and swelling around affected knee and flexion deformit,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 280"
1278,1278,SBB3.2,Ciraṭṭai Elumpu Muṟivukaḷ,சிரட்டை எலும்பு முறிவுகள்,Fracture of the patella,"A break in the patella caused by direct injury and indirect trauma characterized by pain ans swelling around the knee, crepitus, difficulty in flexion and extension of knee","Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 283"
1279,1279,SBB3.3,Ciraṭṭai Vilakal,சிரட்டை விலகல்,Dislocation of patella,A dislocation of patella,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 287"
1280,1280,SBB3.4,Muẕaṅkāl Muṭṭu Vilakal,முழங்கால் முட்டு விலகல்,Dislocation of knee,A dislocation of knee,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 293"
1281,1281,SBB3.5,Naḷaka Elumpiṉ Mēlmuṉai Muṟivukaḷ,நளக எலும்பின் மேல்முனை முறிவுகள்,Proximal tibial fracture,"A break on proximal end of tibia caused by dashboard injury characterized by pain, swelling hemoarthrosis and restricted movements","Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 309"
1282,1282,SBB4,Muẕaṅkāl Kāyaṅkaḷ,முழங்கால் காயங்கள்,Injuries of the leg,,
1283,1283,SBB4.1,Naḷa Maṟṟum Cara Elumputtaṇṭu Muṟivukaḷ,நள மற்றும் சர எலும்புத்தண்டு முறிவுகள்,Fractures of shaft of tibia and fibula,A break in the shaft of tibia and fibula.,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 313"
1284,1284,SBB5,Kaṇukkāl Kāyaṅkaḷ,கணுக்கால் காயங்கள்,Injuries of Ankle,,
1285,1285,SBB5.1,Naḷa Elumpu Kīẕmuṉai Muṟivukaḷ,நள எலும்பு கீழ்முனை முறிவுகள்,Distal tibial fracture,"A break in distal end of tibial fracture caused by falling from high altitude producing axial or vertical compression characterized by pain, swelling of the affected site and difficulty to stand.","Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 313"
1286,1286,SBB5.2,Kaṇukkāl Muṟivukaḷ,கணுக்கால் முறிவுகள்,Ankle fractures,"A break in bones associated with ankle joint caused by adduction, inversion, abduction, eversion and vertical compression characterised by pain and swelling and tenderness.","Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 330"
1287,1287,SBB6,Pāta Kāyaṅkaḷ,பாத காயங்கள்,injuries of the foot,,
1288,1288,SBB6.1,Kaṉavi Elumpu Muṟivu,கனவி எலும்பு முறிவு,Fracture of cuboid bone,A break in cuboid bone,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 361"
1289,1289,SBB6.2,Navvi Elumpu Muṟivu,நவ்வி எலும்பு முறிவு,Fracture of navicular bone,A break in navicular bone,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 363"
1290,1290,SBB6.3,Kīlavi Elumpu Muṟivu,கீலவி எலும்பு முறிவு,Fracture of cuneiform bone,A break in cuneiform bone,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 365"
1291,1291,SBB6.4,Paṭaṅkāl Elumpu Muṟivu,படங்கால் எலும்பு முறிவு,Fracture of metatarsal bone,"A break in head, neck and shaft of metatarsal bone","Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 374"
1292,1292,SBB6.5,Viral Elumpu Muṟivu,விரல் எலும்பு முறிவு,Fracture of phalanges,A break in phalanges,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 387"
1293,1293,SBC,Accu Elumpu Kāyaṅkaḷ,அச்சு எலும்பு காயங்கள்,injuries of Axial skeleton,,
1294,1294,SBC1,Naṭṭellu Kāyaṅkaḷ,நட்டெல்லு காயங்கள்,injuries of Spine,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 403"
1295,1295,SBC1.1,Kaẕuttu Naṭṭellu Kāyaṅkaḷ,கழுத்து நட்டெல்லு காயங்கள்,injuries of cervical spine,A break in cervical spine,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 403"
1296,1296,SBC2,Mārpu Maṟṟum Iṭuppu Naṭṭellu Kāyaṅkaḷ,மார்பு மற்றும் இடுப்பு நட்டெல்லு காயங்கள்,injuries of Thoracic and Lumbar spine,,
1297,1297,SBC2.1,Mutuku Naṭṭellu Muṟivu,முதுகு நட்டெல்லு முறிவு,fracture of thoracic spine,A break in the thoracic spine,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 425"
1298,1298,SBC2.2,Kūkai Elumpu Muṟivu,கூகை எலும்பு முறிவு,Fracture of thoracic spine T5-T6,A break in T5-T6 thoracic spine,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 425"
1299,1299,SBC2.3,Tilai Elumpu Muṟivu,திலை எலும்பு முறிவு,Fracture of upper thoracic spine,A break in the upper thoraic spines,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 426"
1300,1300,SBC2.4,Eẕuntayiru Muḷḷelumpu Kāyam,எழுந்தயிரு முள்ளெலும்பு காயம்,Fracture of T12 spine,A break in T12 spine,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 428"
1301,1301,SBC2.5,Tārai Elumpu Muṟivu,தாரை எலும்பு முறிவு,Fracture of the lumbar spine,A break in Lumbar spine,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 429"
1302,1302,SBC2.6,Puttelumpu Muṟivu,புத்தெலும்பு முறிவு,Fracture of transverse process,A break in transverse process of spine,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 431"
1303,1303,SBC3,Kūpaka Kāyaṅkaḷ,கூபக காயங்கள்,injuries of the Pelvis,,
1304,1304,SBC3.1,Iṭuppukkuẕi Muṟivukaḷ,இடுப்புக்குழி முறிவுகள்,Fracture of acetabulum,A break in the acetabulum of hip,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 449"
1305,1305,SBC3.2,Mūṇāra Muṟivukaḷ,மூணார முறிவுகள்,Fracture of Sacrum,A break in the sacrum,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 453"
1306,1306,SBC3.3,Kuẕippūṭṭu Taḷḷelumpu Muṟivukaḷ,குழிப்பூட்டு தள்ளெலும்பு முறிவுகள்,Fracture of the coccyx,A break in the coccyx,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 456"
1307,1307,SBC3.4,Vāri Elumpu Kāyaṅkaḷ,வாரி எலும்பு காயங்கள்,injuries of the ribs,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 460"
1308,1308,SBC3.5,Pūṇelumpiṉ Mēlelumpu Muṟivu,பூணெலும்பின் மேலெலும்பு முறிவு,fracture of the upper thoracic T1-T7 costovertebral joint,A break in upper thoracic costovertebral joints,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 463"
1309,1309,SBC4,Neñcelumpu Kāyaṅkaḷ,நெஞ்செலும்பு காயங்கள்,injuries of the sternum,,
1310,1310,SBC4.1,Tuṭi Elumpu Muṟivu,துடி எலும்பு முறிவு,fracture of the manubrium of sternum,A break in manubrium of sternum,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 469"
1311,1311,SBD,Talaik Kāyaṅkaḷ,தலைக் காயங்கள்,Head Injuries,,
1312,1312,SBD1.1,Kapāla Muṟivukaḷ,கபால முறிவுகள்,Skull fractures,A break in bones of skull,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 483"
1313,1313,SBD1.2,Mūkku Elumpu Muṟivu,மூக்கு எலும்பு முறிவு,Nasal bone fracture,A break in nasal bone,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 487"
1314,1314,T,Kuẕantai Nōykaḷ,குழந்தை நோய்கள்,Paediatric disorders,,
1315,1315,TA,Pāla Karappāṉ,பாலகரப்பான்,Eczema of Children,,
1316,1316,TAA,Vaḷi,வளி,,,
1317,1317,TAA1.1,Pāla Karappāṉ - Vāta Karappāṉ,பாலகரப்பான் - வாதகரப்பான்,Eczema of children caused due to vali,"It is characterized by pain in the joints, utricaria, oozing, and emaciation. It may be explained by increased Aẕal kutram due to consumption of food substances causing allergy which is the root cause of the disease followed by increased vali kutram. Amo","K.S.Murugesa mudhaliyar(1933), Balavagadam(1st ed),chennai eraiyatchiyalar govt publication, Page No.170"
1318,1318,TAA1.2,Pāla Karappāṉ - Ari Karappāṉ,பாலகரப்பான் - அரி கரப்பான்,Eczema of children with severe and cancerous growth causing disfigurement.,"It is characterized by cancerous growth in sex organs, itching, non-healing ulcers all over the body. It may be explained by increased Aẕal kutram due to consumption of food substances causing allergy which is the root cause of the disease. Among Uṭaṟtātu","K.S.Murugesa mudhaliyar(1933), Balavagadam(1st ed),chennai eraiyatchiyalar govt publication, Page No.172"
