Sr No.,NUMC_ID,NUMC_CODE,Arabic_term,NAMC_TERM,Name English,Long_definition
1231,1230,M-26,دمل,Dummal,Boil,A type of small abscess which can occur anywhere on the body. Initially it is red and causes severe pain. The condition mostly occurs in travellers and persons who do more physical and sternuous work.
1232,1231,M-27,داء الفيل,Dā’ al-Fīl,Elephantiasis/Filariasis,Collection of fluid in the lymphatic channels due to their obstruction as a result of which the legs become swollen. But unlike varicose veins these channels are not visible under the skin. The leg and foot of the patient resemble with that of an elephant
1233,1232,M-28,دوالي,Dawālī,Varicose veins,"Dilatation, elongation and torsion of the veins which affects the legs of the patient. This is usually common in person who used to stand for a long time."
1234,1233,M-29,حرق,Ḥarq,Burn,"Burn injury with dry heat e.g flame, heated metal and heated objects."
1235,1234,M-29.1,حرق الصاعقة/ حرق برقي,Ḥarq al-Ṣā‘iqa/ Ḥarq Barqī,Lightening burn,Burning with lightning and thunder bolt.
1236,1235,M-29.2,حرق الشمس,Ḥarq al-Shams,Sun burn,Burning of the skin on exposure to strong sun rays.
1237,1236,M-29.3,حرق البلادر,Ḥarq al-Balādur,burn with semicarpus anacardium,Burn injury due to direct contact with the secretion of <em>Balādur</em> (<em>Semecarpus anacardium</em>).
1238,1237,M-29.4,حرق درخشاني,Ḥarq Darakhshānī,Radiation burn,Burn injury with radiation.
1239,1238,M-30,علة البقر,‘Illa al-Baqar,Loiasis,A parasitic disease in which there is worm infestation in the subcutaneous space. This worm travels inside the body and can reach up to the head. This travelling causes intense pain and burning. From head it usually comes out through the eyes and causes blindness. It can reach to any part of the body. Its treatment is either ligation and incision of a part to remove this worm or cauterization.
1240,1239,M-31,ناقرنامي,Nāqarnāmī,Movement of gaseous inflammation,"A condition where <em>Waram Rīḥī</em> travels in the body very fast like mercury. Its treatment is to ligate that particular part and cauterize it, otherwise cupping with fire can also be done on that part. If the affected part is difficult to locate then drugs which are used to evacuate phlegm from the body are used. This disease is seen in non-Arab females."
1241,1240,M-32,سحوج الجلد,Suḥūj al-Jild,abrasion,Abrasion of the skin which may be caused by friction of some hard objects on the skin.
1242,1241,M-33,عقر الخف والنعل,‘Aqr al-Khuff wa’l Na‘l,Shoe bite,Abrasion of the skin caused by improper shoes and leather socks.
1243,1242,M-34,مد الحبل,Madd al-Ḥabl,pressure abrasion,Abrasion of the skin caused by tightening of rope or any ligature.
1244,1243,M-35,جذام/ العلة الكبر یٰ,Judhām / Al-‘Illa al-Kubrā,Leprosy,"A chronic disease like tuberculosis which causes deformity of the organs and loss of organs in later stage. Sometimes, in few patients it is accompanied with ulceration of the body."
1245,1244,M-35.1,جذام خدرى,Judhām Khadrī,Lepromatous leprosy,In this type of leprosy there is no nodule formation but there is loss of sensation of organs. It is more commonly seen in tropical countries.
1246,1245,M-35.2,جذام عقدي,Judhām ‘Uqadī,Tuberculoid leprosy,In this type of leprosy there is nodule formation with deformity of organs. It is more commonly seen in cold countries.
1247,1246,M-36,هزال,Huzāl,Undernutrition,"Emaciation or cachexia that may be caused by 1. nutritional deficiencies e.g. intake of low fat diet 2. weakness of the faculties of stomach due to its cold temperament 3. after discontinuation of regular and strenuous exercise 4. bilious temperament of an individual 5. dysfunctioning of liver 6. worm infestation 7. excessive catabolism e.g. in case of chronic debilitating illnesses, excessive grief, sorrow, etc."
1248,1247,M-37,سمن مفرط,Siman Mufriṭ,Obesity,Obesity is caused by leading a sedentary life and intake of fatty diets.
1249,1248,M-38,دق الشيخوخة,Diqq al-Shaykhūkha,Senile generalised atrophy,A type of cachexia of the body in which there is massive dryness of the body without fever. The patient looks like an old man in this condition.
1250,1249,M-39,فتق,Fatq,Hernia,"Protrusion of an organ or a part of the organ through an abnormal opening from the abdominal cavity to outside. It can be caused by increased abdominal pressure due to chronic cough, pregnancy, chronic constipation, etc. It can also be due to injury or incision in the peritoneum."
1251,1250,M-39.1,فتق تام,Fatq Tāmm,Complete hernia,Protrusion of a part of intestine from the inguinal canal into the scrotum.
1252,1251,M-39.2,فتق ناقص,Fatq Nāqiṣ,Incomplete hernia,Protrusion of a part of intestine into the inguinal canal.
1253,1252,M-39.3,فتق راجع,Fatq Rāji‘,Reducible hernia,A type of hernia which can be reduced back to its original position by manipulation.
1254,1253,M-39.4,فتق عاصي,Fatq ‘Āṣī,Irreducible hernia,A type of hernia which can not be reduced to its original position by manipulation.
1255,1254,M-39.5,فتق مخنوق,Fatq Makhnūq,Strangulated hernia,A type of hernia in which the herniated part is so tightly constricted in the orifice that blood supply of the hernial sac gets disturbed leading to its gangrene.
1256,1255,M-39.6,فتق ورمي,Fatq Waramī,Inflamed hernia,A type of hernia in which the herniated part gets inflamed.
1257,1256,M-39.7,فتق سدي,Fatq Suddī,Obstructed hernia,A type of hernia in which there is obstruction in the hernial sac because of extramural cause.
1258,1257,M-39.8,فتق اربي ورابي,Fatq Urbī-o-Rābī,Oblique/Indirect inguinal hernia,A type of hernia in which the herniated part comes out from deep inguinal ring into the inguinal canal.
1259,1258,M-39.9,فتق مستقيم,Fatq Mustaqīm,Direct inguinal hernia,A type of hernia in which the herniated part comes out through the hesselbach’s triangle.
1260,1259,M-39.10,فتق خلقي,Fatq Khilqī,Congenital hernia,"A type of hernia which is present since birth . In this type, there is herniation of intestine in the scrotum"
1261,1260,M-39.11,فتق سري,Fatq Surrī,Umbilical hernia,"A type of hernia in which a part of intestine herniates through the umbilicus. This occurs mostly in children , old people and young multipara women."
1262,1261,M-39.12,فتق معدي,Fatq Mi‘dī,Epigastric hernia,"A type of hernia, in which a part of stomach herniates through the opening in the abdominal wall."
1263,1262,M-39.13,فتق فخذي,Fatq Fakhidhī,Femoral hernia,"A type of hernia, in which a structure pushes through the wall of the femoral canal."
1264,1263,M-40,سقوط السرة/ نتوء السرة,Suqūṭ al-Surra/ Nutū’ al-Surra,abdominal hernia,Displacement of abdominal muscle around umbilicus.
1265,1264,M-41,/فولوسفونوس,Fūlūs/Fūnūs,A hard melancholic swelling with loss of sensation.,A hard melancholic swelling with loss of sensation.
1266,1265,M-42,ورم الصفاق,Waram al-Ṣifāq,Peritonitis,Inflammation of peritoneum. It is of two types: acute and chronic.
1267,1266,N,امراض سموم,Amrāḍ-i-Sumūm,Poisoning,
1268,1267,N-1,گزیدگی مار,Gazīdgī-i-Mār,Snake bite,"Bite of any type of snake. It is characterized by inflammation, shivering, syncope, excessive perspiration, pale eyes, swelling and boil at the site of bite."
1269,1268,N-2,گزیدگی عقرب,Gazīdgī-i-‘Aqrab,Scorpion bite,"It is characterized by acute firm swelling of the organ involved, piercing sensation followed by cold perspiration, trembling of lips, vomiting, shivering, cold extremities, etc."
1270,1269,N-3,گزیدگی زنبور,Gazīdgī-i-Zanbūr,Wasp bite,"It is characterized by redness, swelling and pain at the site of bite."
1271,1270,N-4,گزیدگی رتیلاء,Gazīdgī-i-Rutaylā’,Tarantula bite,"It is characterized by bluish and greenish discoloration of the skin at the site of bite, nausea, vomiting and diarrhoea."
1272,1271,N-5,گزیدگی عنکبوت,Gazīdgī-i-‘Ankabūt,Spider bite,"It is characterized by cold sweat, itching all over the body, etc."
1273,1272,N-6,گزیدگی ہزارپا,Gazīdgī-i-Hazārpā,Millipede bite,It is characterized by slight pain and itching initially which subsides after some time.
1274,1273,N-7,گزیدگی سالامندرا,Gazīdgī-i-Sālāmandirā,Salamander bite,"It is characterized by severe pain, extreme burning sensation in the body, acute glossitis, heaviness of tongue, shivering and numbness of organs. Sometimes there is black discoloration of skin at the site of bite followed by putrefaction."
1275,1274,N-8,گزیدگی سگ آبی,Gazīdgī-i-Sag Ābī,Beaver bite,Bite of beaver is considered to be of grave consequences if bitten by a hungry beaver.
1276,1275,N-9,گزیدگی نہنگ,Gazīdgī-i-Nahaṉg,Crocodile bite,It is characterized by convulsions and inflammation of tongue.
1277,1276,N-10,گزیدگی انسان,Gazīdgī-i-Insān,Human bite,Human bite is the most dangerous when it is bitten by a hungry person.
1278,1277,N-11,گزیدگی گرگ,Gazīdgī-i-Gurg,Wolf bite,Bite of wolf causes wounds which may putrefy if not managed properly.
1279,1278,N-12,گزیدگی گربہ,Gazīdgī-i-Gurba,Cat bite,It is characterized by severe pain and greenish discoloration of skin at the site of bite.
1280,1279,N-13,گزیدگی سگ دیوانہ,Gazīdgī-i-Sag Dīwāna,Rabid dog bite,"It is characterized by wound at the site of bite with pain. Gradually, the patient experiences nightmare, depression, fear of water, convulsions and tetanus. When this condition lasts the patient develops confusion. He often runs to bite other persons and whenever he/she sees water he/she starts to shiver."
1281,1280,N-14,لسع الحشرات,Las‘ al-Ḥasharāt,insect stings,"It is a general term used for bites by scorpions, wasps, spiders, etc."
1282,1281,N-15,سمّیت سم الفار,Sammiyat-i-Samm al-Fār,Arsenic poisoning,"It is characterized by excessive vomiting and diarrhoea, abdominal colic, asphyxia, dryness of mouth, heaviness and blackish discoloration of tongue, retrosternal burning, palpitation, redness of eyes, increased temperature of the body, etc. The cause of death in this type of poisoning is hepatic diarrhoea and haemetemesis."
1283,1282,N-16,سمّیت سیماب,Sammiyat-i-Sīmāb,Mercury poisoning,"It is characterized by abdominal pain, severe tenesmus, bloody diarrhoea, heaviness of tongue, heaviness of stomach, retention of urine and oedema all over the body."
1284,1283,N-17,سمّیت شنگرف,Sammiyat-i-Shangaraf,Cinnabar poisoning,Its clinical features are same as <em>Sammiyat-i-Sīmāb</em> (mercury poisoning).
1285,1284,N-18,سمّیت مردارسنگ,Sammiyat-i-Murdārsaṉg,Litharge poisoning,"It is characterized by generalized oedema of the body, breathlessness, sometimes asphyxia; colour of the skin is similar to that of <em>Usrub</em> (lead), colic, retention of urine, dryness of mouth, heaviness of tongue, stomach and intestine, etc."
1286,1285,N-19,سمّیت رصاص,Sammiyat-i-Raṣāṣ,Lead poisoning,Its clinical features are same as that of <em>Sammiyat-i-Murdārsaṉg</em> (litharge poisoning).
1287,1286,N-20,سمّیت خبث الحدید,Sammiyat-i-Khubth al-Ḥadīd,Iron rust poisoning,"Its clinical features are headache, cancrum oris, dryness of mouth and abdominal pain."
1288,1287,N-21,سمّیت بیش,Sammiyat-i-Bīsh,Aconite poisoning,"Its clinical features are swollen lips, glossitis, exophthalmos, frequent respiration, halitosis, shock, weakness of calf muscles with difficulty in walking, etc."
1289,1288,N-22,سمّیت فرفیون,Sammiyat-i-Farfiyūn,Euphorbia poisoning,Severe restlessness and hiccups. Sometimes there is severe diarrhoea occasionally mixed with blood.
1290,1289,N-23,سمّیت بلادر,Sammiyat-i-Balādur,Marking nut poisoning,"Its clinical features are severe burning in mouth, stomach and intestine, boils and eruptions in mouth and lips and high grade fever, etc."
1291,1290,N-24,سمّیت خرزہرہ,Sammiyat-i-Khar Zahra,Yellow oleander poisoning,"Its clinical features are severe restlessness, feeling of severe burning sensation in the body and flatulence."
1292,1291,N-25,سمّیت خربق سیاہ,Sammiyat-i-Kharbaq Siyāh,Black hellebore poisoning,"Its clinical features are severe diarrhoea, asphyxia, palpitation, burning of tongue, excessive belching, flatulence etc. These are followed by convulsion, trembling and death."
1293,1292,N-26,سمّیت تمباکو,Sammiyat-i-Tambākū,Tobacco poisoning,Its clinical features are syncope and nausea.
1294,1293,N-27,سمّیت جوزماثل,Sammiyat-i-Jawz Māthil,Datura poisoning,"Its clinical features are vertigo, giddiness, redness of eyes, intoxication and deep sleep. Patient will have cold sweats, pulsus parvus and shallow breathing, delirium, etc."
1295,1294,N-28,سمّیت یبروج,Sammiyat-i-Yabrūj,Belladonna poisoning,"Its clinical features are same as that of <em>Sammiyat-i-Jawz Māthil</em>. Moreover, there will be tetany, deafness, pruritus, deep sleep, etc."
1296,1295,N-29,سمّیت اجوائن خراسانی,Sammiyat-i-Ajwā’in Khurāsānī,Henbane poisoning,"Its clinical features are flaccidity of organs, glossitis, chelitis, redness of eyes, vertigo and giddiness, diminished vision, breathlessness, pruritus, intoxication, delirium, etc."
1297,1296,N-30,سمّیت شوکران,Sammiyat-i-Shūkrān,Hemlock poisoning,"Its clinical features are diminished vision, cold extremities, severe distension, heaviness in body and thighs. Later it may cause convulsions, asphyxia and death."
1298,1297,N-31,سمّیت قنّب,Sammiyat-i-Qinnab,Cannabis poisoning,Its clinical features are same as that of <em>Sammiyat-i-Ajwā’in Khurāsānī</em>.
